District Code,DistrictName,School Code,SchoolName,grade span (Oct16),Highest Grade (Oct16),School Category in 2016-17,Students - 10/1/2016,Students In Poverty,Poverty - 10/1/2016,Eligibility as Challenging School for School Year 2017-18
5323,Sequim,4378,Greywolf Elementary School,K-5,5,Elementary,548,269,49.09%,Not eligible - Poverty below threshold
5323,Sequim,2722,Helen Haller Elementary School,K-5,5,Elementary,625,349,55.84%,Not eligible - Poverty below threshold
5323,Sequim,1708,Sequim Community School,PK-12,12,High,145,65,44.83%,Not eligible - Poverty below threshold
5323,Sequim,4519,Sequim Middle School,6-8,8,Middle,620,270,43.55%,Not eligible - Poverty below threshold
5323,Sequim,2471,Sequim Senior High,9-12,12,High,914,351,38.40%,Not eligible - Poverty below threshold
28010,Shaw Island,3725,Shaw Island Elementary School,K-8,8,Middle,8,0,0.00%,Not eligible - Poverty below threshold
23309,Shelton,3291,Bordeaux Elementary School,K-5,5,Elementary,594,393,66.16%,Not eligible - Poverty below threshold
23309,Shelton,4288,Choice Alternative School,3-12,12,High,263,183,69.58%,Challenging School
23309,Shelton,2745,Evergreen Elementary School,PK-5,5,Elementary,579,518,89.46%,Challenging School
23309,Shelton,3292,Mountain View Elementary,PK-5,5,Elementary,685,483,70.51%,Challenging School
23309,Shelton,4363,Oakland Bay Junior High School,8-9,9,Middle,670,419,62.54%,Challenging School
23309,Shelton,4586,Olympic Middle School,6-7,7,Middle,572,403,70.45%,Challenging School
23309,Shelton,3241,Shelton High School,10-12,12,High,"1,060",632,59.62%,Challenging School
17412,Shoreline,3674,Albert Einstein Middle School,7-8,8,Middle,723,200,27.66%,Not eligible - Poverty below threshold
17412,Shoreline,2990,Briarcrest Elementary,K-6,6,Elementary,526,206,39.16%,Not eligible - Poverty below threshold
17412,Shoreline,3230,Brookside Elementary,K-6,6,Elementary,501,73,14.57%,Not eligible - Poverty below threshold
17412,Shoreline,1942,Cascade K-8 Community School,K-8,8,Middle,202,44,21.78%,Not eligible - Poverty below threshold
17412,Shoreline,5287,Early Childhood Education,PK-PK,PK,Elementary,36,9,25.00%,Not eligible - Poverty below threshold
17412,Shoreline,3104,Echo Lake Elementary School,K-6,6,Elementary,521,174,33.40%,Not eligible - Poverty below threshold
17412,Shoreline,2612,Fircrest Residential Habilitation,9-12,12,High,9,6,66.67%,Challenging School2
17412,Shoreline,1667,Handicapped Contractual Services,PK-12,12,High,107,20,18.69%,Not eligible - Poverty below threshold
17412,Shoreline,5314,Head Start,PK-PK,PK,Elementary,11,11,100.00%,Not eligible - Less than 30 students
17412,Shoreline,3231,Highland Terrace Elementary,K-6,6,Elementary,496,75,15.12%,Not eligible - Poverty below threshold
17412,Shoreline,1771,Home Education Exchange,K-12,12,High,132,13,9.85%,Not eligible - Poverty below threshold
17412,Shoreline,3387,Kellogg Middle School,7-8,8,Middle,685,191,27.88%,Not eligible - Poverty below threshold
17412,Shoreline,2185,Lake Forest Park Elementary,K-6,6,Elementary,535,146,27.29%,Not eligible - Poverty below threshold
17412,Shoreline,3527,Melvin G Syre Elementary,K-6,6,Elementary,520,75,14.42%,Not eligible - Poverty below threshold
17412,Shoreline,3958,Meridian Park Elementary School,K-6,6,Elementary,607,185,30.48%,Not eligible - Poverty below threshold
17412,Shoreline,3489,Parkwood Elementary,K-6,6,Elementary,450,162,36.00%,Not eligible - Poverty below threshold
17412,Shoreline,2703,Ridgecrest Elementary,K-6,6,Elementary,575,153,26.61%,Not eligible - Poverty below threshold
17412,Shoreline,3343,Shorecrest High School,9-12,12,High,"1,409",384,27.25%,Not eligible - Poverty below threshold
17412,Shoreline,3921,Shorewood High School,9-12,12,High,"1,612",438,27.17%,Not eligible - Poverty below threshold
30002,Skamania,3405,Skamania Elementary,K-8,8,Middle,84,39,46.43%,Not eligible - Poverty below threshold
17404,Skykomish,2512,Skykomish Elementary School,K-8,8,Middle,40,34,85.00%,Challenging School
17404,Skykomish,2513,Skykomish High School,9-12,12,High,17,15,88.24%,Challenging School1
31201,Snohomish,4265,AIM High School,9-12,12,High,139,45,32.37%,Not eligible - Poverty below threshold
31201,Snohomish,4366,Cascade View Elementary,K-6,6,Elementary,417,106,25.42%,Not eligible - Poverty below threshold
31201,Snohomish,3305,Cathcart Elementary,K-6,6,Elementary,404,78,19.31%,Not eligible - Poverty below threshold
31201,Snohomish,4395,Centennial Middle School,7-8,8,Middle,776,195,25.13%,Not eligible - Poverty below threshold
31201,Snohomish,2446,Central Elementary,PK-2,2,Elementary,256,95,37.11%,Not eligible - Poverty below threshold
31201,Snohomish,4241,Dutch Hill Elementary,K-6,6,Elementary,554,93,16.79%,Not eligible - Poverty below threshold
31201,Snohomish,3005,Emerson Elementary,3-6,6,Elementary,346,168,48.55%,Not eligible - Poverty below threshold
31201,Snohomish,5128,Glacier Peak High School,9-12,12,High,"1,813",210,11.58%,Not eligible - Poverty below threshold
31201,Snohomish,3981,High School Re Entry,10-12,12,High,10,4,40.00%,Not eligible - Poverty below threshold
31201,Snohomish,5100,Little Cedars Elementary School,K-6,6,Elementary,708,81,11.44%,Not eligible - Poverty below threshold
31201,Snohomish,2073,Machias Elementary,K-6,6,Elementary,494,139,28.14%,Not eligible - Poverty below threshold
31201,Snohomish,1904,Parent Partnerhip,K-12,12,High,93,20,21.51%,Not eligible - Poverty below threshold
31201,Snohomish,3561,Riverview Elementary,K-6,6,Elementary,564,145,25.71%,Not eligible - Poverty below threshold
31201,Snohomish,4184,Seattle Hill Elementary,K-6,6,Elementary,646,123,19.04%,Not eligible - Poverty below threshold
31201,Snohomish,1730,Snohomish Center,PK-12,12,High,36,8,22.22%,Not eligible - Poverty below threshold
31201,Snohomish,2428,Snohomish High School,9-12,12,High,"1,689",387,22.91%,Not eligible - Poverty below threshold
31201,Snohomish,4383,Totem Falls,PK-6,6,Elementary,446,43,9.64%,Not eligible - Poverty below threshold
31201,Snohomish,4145,Valley View Middle School,7-8,8,Middle,787,102,12.96%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,5015,Cascade View Elementary School,K-5,5,Elementary,621,18,2.90%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,4397,Chief Kanim Middle School,6-8,8,Middle,773,86,11.13%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,4308,Edwin R Opstad Elementary,PK-5,5,Elementary,557,113,20.29%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,2222,Fall City Elementary,K-5,5,Elementary,586,52,8.87%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,2850,Mount Si High School,9-12,12,High,"1,831",204,11.14%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,2287,North Bend Elementary School,K-5,5,Elementary,462,95,20.56%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,5181,Snoqualmie Access,PK-12,12,High,67,7,10.45%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,2288,Snoqualmie Elementary,PK-5,5,Elementary,607,95,15.65%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,5296,Snoqualmie Parent Partnership Program,K-12,12,High,85,8,9.41%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,5374,SVSD OPEN DOORS,9-12,12,High,3,0,0.00%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,5457,Timber Ridge Elementary School,K-5,5,Elementary,598,11,1.84%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,5135,Twin Falls Middle School,6-8,8,Middle,799,90,11.26%,Not eligible - Poverty below threshold
17410,Snoqualmie Valley,1502,Two Rivers School,6-12,12,High,102,41,40.20%,Not eligible - Poverty below threshold
13156,Soap Lake,1518,Smokiam Alternative High School,9-12,12,High,21,15,71.43%,Not eligible - Less than 30 students
13156,Soap Lake,2694,Soap Lake Elementary,PK-5,5,Elementary,215,198,92.09%,Challenging School
13156,Soap Lake,3089,Soap Lake Middle & High School,6-12,12,High,262,206,78.63%,Challenging School
27909,SOAR Academy,5379,SOAR Academy Public Charter School,K-2,2,Elementary,143,101,70.63%,Challenging School
25118,South Bend,2804,Chauncey Davis Elementary,PK-6,6,Elementary,319,262,82.13%,Challenging School
25118,South Bend,2214,South Bend High School,7-12,12,High,237,173,73.00%,Challenging School
25118,South Bend,5243,South Bend Home Link,1-12,12,High,55,8,14.55%,Not eligible - Poverty below threshold
18402,South Kitsap,4029,Burley Glenwood Elementary,PK-6,6,Elementary,477,202,42.35%,Not eligible - Poverty below threshold
18402,South Kitsap,3680,Cedar Heights Middle School,6-8,8,Middle,772,360,46.63%,Not eligible - Poverty below threshold
18402,South Kitsap,3899,Discovery,10-12,12,High,211,124,58.77%,Challenging School
18402,South Kitsap,2641,East Port Orchard Elementary,PK-6,6,Elementary,483,253,52.38%,Not eligible - Poverty below threshold
18402,South Kitsap,1718,Explorer Academy,K-12,12,High,176,67,38.07%,Not eligible - Poverty below threshold
18402,South Kitsap,4348,Hidden Creek Elementary School,PK-6,6,Elementary,511,221,43.25%,Not eligible - Poverty below threshold
18402,South Kitsap,4142,John Sedgwick Junior High,7-9,9,Middle,693,200,28.86%,Not eligible - Poverty below threshold
18402,South Kitsap,5072,Madrona Heights PreSchool Program,PK-PK,PK,Elementary,95,43,45.26%,Not eligible - Poverty below threshold
18402,South Kitsap,4079,Manchester Elementary School,PK-6,6,Elementary,376,178,47.34%,Not eligible - Poverty below threshold
18402,South Kitsap,3046,Marcus Whitman Junior High,7-9,9,Middle,695,317,45.61%,Not eligible - Poverty below threshold
18402,South Kitsap,4350,Mullenix Ridge Elementary School,PK-6,6,Elementary,523,156,29.83%,Not eligible - Poverty below threshold
18402,South Kitsap,2995,Olalla Elementary School,K-6,6,Elementary,375,149,39.73%,Not eligible - Poverty below threshold
18402,South Kitsap,2650,Orchard Heights Elementary,K-6,6,Elementary,785,355,45.22%,Not eligible - Poverty below threshold
18402,South Kitsap,4349,Sidney Glen Elementary School,K-6,6,Elementary,571,310,54.29%,Not eligible - Poverty below threshold
18402,South Kitsap,3110,South Colby Elementary,PK-6,6,Elementary,378,87,23.02%,Not eligible - Poverty below threshold
18402,South Kitsap,2272,South Kitsap High School,10-12,12,High,"2,280",774,33.95%,Not eligible - Poverty below threshold
18402,South Kitsap,4141,Sunnyslope Elementary School,PK-6,6,Elementary,506,179,35.38%,Not eligible - Poverty below threshold
15206,South Whidbey,2511,Langley Middle School,6-8,8,Middle,328,91,27.74%,Not eligible - Poverty below threshold
15206,South Whidbey,1682,South Whidbey Academy,K-12,12,High,66,30,45.45%,Not eligible - Poverty below threshold
15206,South Whidbey,4321,South Whidbey Elementary,K-5,5,Elementary,539,191,35.44%,Not eligible - Poverty below threshold
15206,South Whidbey,4149,South Whidbey High School,9-12,12,High,454,81,17.84%,Not eligible - Poverty below threshold
15206,South Whidbey,1683,South Whidbey Special Services,PK-5,5,Elementary,9,2,22.22%,Not eligible - Poverty below threshold
23042,Southside,2744,Southside Elementary,K-7,7,Middle,217,85,39.17%,Not eligible - Poverty below threshold
32081,Spokane,1533,A-3 Multiagency Adolescent Prog,9-12,12,High,17,11,64.71%,Not eligible - Less than 30 students
32081,Spokane,2156,Adams Elementary,PK-6,6,Elementary,356,243,68.26%,Not eligible - Poverty below threshold
32081,Spokane,1566,Alternative Northeast Community Center Preschool,PK-PK,PK,Elementary,11,5,45.45%,Not eligible - Poverty below threshold
32081,Spokane,1604,Alternative Tamarack School,7-12,12,High,4,0,0.00%,Not eligible - Poverty below threshold
32081,Spokane,2381,Arlington Elementary,PK-6,6,Elementary,611,459,75.12%,Challenging School
32081,Spokane,2128,Audubon Elementary,K-6,6,Elementary,399,328,82.21%,Challenging School
32081,Spokane,3357,Balboa Elementary,PK-6,6,Elementary,373,151,40.48%,Not eligible - Poverty below threshold
32081,Spokane,2155,Bemiss Elementary,K-6,6,Elementary,537,467,86.96%,Challenging School
32081,Spokane,2218,Browne Elementary,PK-6,6,Elementary,415,272,65.54%,Not eligible - Poverty below threshold
32081,Spokane,3008,Bryant Center,K-12,12,High,"1,051",195,18.55%,Not eligible - Poverty below threshold
32081,Spokane,4457,Chase Middle School,7-8,8,Middle,713,387,54.28%,Not eligible - Poverty below threshold
32081,Spokane,2129,Cooper Elementary,PK-6,6,Elementary,536,412,76.87%,Challenging School
32081,Spokane,1603,Daybreak Alternative School,8-12,12,High,4,3,75.00%,Not eligible - Less than 30 students
32081,Spokane,1567,Eagle Peak at Pratt,5-12,12,High,81,75,92.59%,Challenging School
32081,Spokane,3819,Excelsior Youth Center School,7-12,12,High,1,1,100.00%,Not eligible - Less than 30 students
32081,Spokane,3412,Ferris High School,9-12,12,High,"1,743",732,42.00%,Not eligible - Poverty below threshold
32081,Spokane,2312,Finch Elementary,PK-6,6,Elementary,545,298,54.68%,Not eligible - Poverty below threshold
32081,Spokane,2127,Franklin Elementary,K-6,6,Elementary,415,196,47.23%,Not eligible - Poverty below threshold
32081,Spokane,3727,Garfield Elementary,PK-6,6,Elementary,457,330,72.21%,Challenging School
32081,Spokane,3758,Garry Middle School,7-8,8,Middle,589,495,84.04%,Challenging School
32081,Spokane,3258,Glover Middle School,7-8,8,Middle,495,401,81.01%,Challenging School
32081,Spokane,3729,Grant Elementary,PK-6,6,Elementary,372,335,90.05%,Challenging School
32081,Spokane,3007,Hamblen Elementary,K-6,6,Elementary,547,234,42.78%,Not eligible - Poverty below threshold
32081,Spokane,2056,Holmes Elementary,PK-6,6,Elementary,416,345,82.93%,Challenging School
32081,Spokane,2258,Hutton Elementary,K-6,6,Elementary,556,105,18.88%,Not eligible - Poverty below threshold
32081,Spokane,3506,Indian Trail Elementary,PK-6,6,Elementary,342,138,40.35%,Not eligible - Poverty below threshold
32081,Spokane,2111,Jefferson Elementary,PK-6,6,Elementary,506,178,35.18%,Not eligible - Poverty below threshold
32081,Spokane,2172,Lewis & Clark High School,9-12,12,High,"1,884",711,37.74%,Not eligible - Poverty below threshold
32081,Spokane,2401,Libby Center,5-8,8,Middle,338,89,26.33%,Not eligible - Poverty below threshold
32081,Spokane,2952,Lidgerwood Elementary,K-6,6,Elementary,442,381,86.20%,Challenging School
32081,Spokane,2951,Lincoln Heights Elementary,PK-6,6,Elementary,499,299,59.92%,Not eligible - Poverty below threshold
32081,Spokane,3190,Linwood Elementary,PK-6,6,Elementary,516,370,71.71%,Challenging School
32081,Spokane,3719,Logan Elementary,PK-6,6,Elementary,404,360,89.11%,Challenging School
32081,Spokane,3718,Longfellow Elementary,K-6,6,Elementary,542,444,81.92%,Challenging School
32081,Spokane,2708,Madison Elementary,K-6,6,Elementary,361,271,75.07%,Challenging School
32081,Spokane,4389,Moran Prairie Elementary,PK-6,6,Elementary,527,99,18.79%,Not eligible - Poverty below threshold
32081,Spokane,4035,Mullan Road Elementary,PK-6,6,Elementary,616,171,27.76%,Not eligible - Poverty below threshold
32081,Spokane,2106,North Central High School,7-12,12,High,"1,492",824,55.23%,Challenging School
32081,Spokane,5250,On Track Academy,9-12,12,High,343,227,66.18%,Challenging School
32081,Spokane,5344,Open Doors Youth Re-Engagement Spokane,9-12,12,High,157,94,59.87%,Challenging School
32081,Spokane,2096,Regal Elementary,PK-6,6,Elementary,484,434,89.67%,Challenging School
32081,Spokane,2950,Ridgeview Elementary,PK-5,5,Elementary,355,248,69.86%,Not eligible - Poverty below threshold
32081,Spokane,2479,Rogers High School,9-12,12,High,"1,601","1,293",80.76%,Challenging School
32081,Spokane,2086,Roosevelt Elementary,PK-6,6,Elementary,530,318,60.00%,Not eligible - Poverty below threshold
32081,Spokane,3356,Sacajawea Middle School,7-8,8,Middle,782,264,33.76%,Not eligible - Poverty below threshold
32081,Spokane,4286,Sacred Heart Hospital,PK-12,12,High,4,0,0.00%,Not eligible - Poverty below threshold
32081,Spokane,3413,Salk Middle School,6-8,8,Middle,713,370,51.89%,Not eligible - Poverty below threshold
32081,Spokane,1698,SCCP Images,12-12,12,High,46,28,60.87%,Challenging School
32081,Spokane,3189,Shadle Park High School,9-12,12,High,"1,348",682,50.59%,Challenging School
32081,Spokane,3257,Shaw Middle School,7-8,8,Middle,570,504,88.42%,Challenging School
32081,Spokane,2110,Sheridan Elementary,PK-6,6,Elementary,467,389,83.30%,Challenging School
32081,Spokane,5361,Spokane Public Montessori,PK-8,8,Middle,462,142,30.74%,Not eligible - Poverty below threshold
32081,Spokane,5113,Spokane Regional Health District,PK-PK,PK,Elementary,78,0,0.00%,Not eligible - Poverty below threshold
32081,Spokane,2108,Stevens Elementary,PK-6,6,Elementary,491,449,91.45%,Challenging School
32081,Spokane,5301,The Community School,9-12,12,High,157,80,50.96%,Challenging School
32081,Spokane,1767,The Healing Lodge,8-12,12,High,3,2,66.67%,Not eligible - Less than 30 students
32081,Spokane,3063,Westview Elementary,PK-6,6,Elementary,490,340,69.39%,Not eligible - Poverty below threshold
32081,Spokane,2191,Whitman Elementary,K-6,6,Elementary,559,474,84.79%,Challenging School
32081,Spokane,2109,Willard Elementary,PK-6,6,Elementary,577,448,77.64%,Challenging School
32081,Spokane,2296,Wilson Elementary,PK-6,6,Elementary,364,64,17.58%,Not eligible - Poverty below threshold
32081,Spokane,4192,Woodridge Elementary,PK-6,6,Elementary,480,151,31.46%,Not eligible - Poverty below threshold
32901,Spokane Int'l Acad,5381,Spokane International Academy Elementary,"K-2, 6-7",7,Middle,263,113,42.97%,Not eligible - Poverty below threshold
22008,Sprague,3050,Sprague Elementary,K-4,4,Elementary,45,30,66.67%,Not eligible - Poverty below threshold
22008,Sprague,2186,Sprague High School,9-12,12,High,30,15,50.00%,Challenging School
38322,St. John,3069,St John Elementary,PK-5,5,Elementary,69,27,39.13%,Not eligible - Poverty below threshold
38322,St. John,3068,St John/Endicott High,9-12,12,High,86,36,41.86%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,4513,Cedarhome Elementary School,PK-5,5,Elementary,513,103,20.08%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,4553,Elger Bay Elementary,K-5,5,Elementary,284,98,34.51%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,5108,Lincoln Academy,7-8,8,Middle,15,12,80.00%,Not eligible - Less than 30 students
31401,Stanwood-Camano,1707,Lincoln Hill High School,9-12,12,High,135,62,45.93%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,4512,Port Susan Middle School,6-8,8,Middle,500,125,25.00%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,5004,Saratoga School,K-12,12,High,177,23,12.99%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,3125,Stanwood Elementary School,PK-5,5,Elementary,468,177,37.82%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,2581,Stanwood High School,9-12,12,High,"1,376",309,22.46%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,2400,Stanwood Middle School,6-8,8,Middle,480,131,27.29%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,4364,Twin City Elementary,K-5,5,Elementary,344,140,40.70%,Not eligible - Poverty below threshold
31401,Stanwood-Camano,4551,Utsalady Elementary,PK-5,5,Elementary,312,74,23.72%,Not eligible - Poverty below threshold
11054,Star,2007,Star Elem School,K-6,6,Elementary,15,0,0.00%,Not eligible - Poverty below threshold
7035,Starbuck,2135,Starbuck School,K-8,8,Middle,25,0,0.00%,Not eligible - Poverty below threshold
4069,Stehekin,2265,Stehekin Elementary,K-8,8,Middle,6,0,0.00%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,2040,Anderson Island Elementary,K-5,5,Elementary,34,16,47.06%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,5389,Birth to Three,PK-PK,PK,Elementary,23,4,17.39%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,3446,Cherrydale Elementary,K-3,3,Elementary,359,143,39.83%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,4562,Chloe Clark Elementary,K-3,3,Elementary,592,72,12.16%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,5410,Futures Program,11-12,12,High,2,0,0.00%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,2237,Pioneer Middle,6-8,8,Middle,806,193,23.95%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,5013,PreSchool and ECEAP,PK-PK,PK,Elementary,43,7,16.28%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,3827,Saltars Point Elementary,4-5,5,Elementary,429,92,21.45%,Not eligible - Poverty below threshold
27001,Steilacoom Hist.,4131,Steilacoom High,9-12,12,High,958,196,20.46%,Not eligible - Poverty below threshold
38304,Steptoe,2115,Steptoe Elementary School,K-8,8,Middle,43,0,0.00%,Not eligible - Poverty below threshold
30303,Stevenson-Carson,2882,Carson Elementary,3-6,6,Elementary,282,151,53.55%,Not eligible - Poverty below threshold
30303,Stevenson-Carson,1765,Preschool,PK-PK,PK,Elementary,19,9,47.37%,Not eligible - Poverty below threshold
30303,Stevenson-Carson,2682,Stevenson Elementary,K-2,2,Elementary,213,106,49.77%,Not eligible - Poverty below threshold
30303,Stevenson-Carson,3119,Stevenson High School,9-12,12,High,322,142,44.10%,Not eligible - Poverty below threshold
30303,Stevenson-Carson,3800,Wind River Middle School,7-8,8,Middle,121,60,49.59%,Not eligible - Poverty below threshold
31311,Sultan,5152,Columbia Virtual Academy - Sultan,K-8,8,Middle,66,17,25.76%,Not eligible - Poverty below threshold
31311,Sultan,4399,Gold Bar Elementary,K-5,5,Elementary,322,207,64.29%,Not eligible - Poverty below threshold
31311,Sultan,5329,Open Doors Youth Reengagement Sultan,10-12,12,High,4,1,25.00%,Not eligible - Poverty below threshold
31311,Sultan,1670,Student Services School,PK-PK,PK,Elementary,29,14,48.28%,Not eligible - Poverty below threshold
31311,Sultan,2229,Sultan Elementary School,K-5,5,Elementary,540,297,55.00%,Not eligible - Poverty below threshold
31311,Sultan,2105,Sultan Middle School,6-8,8,Middle,451,239,52.99%,Not eligible - Poverty below threshold
31311,Sultan,4274,Sultan Senior High School,9-12,12,High,578,275,47.58%,Not eligible - Poverty below threshold
27905,Summit Olympus,5376,Summit Public School: Olympus,9-10,10,High,135,75,55.56%,Challenging School
17902,Summit Sierra,5375,Summit Public School: Sierra,9-10,10,High,190,77,40.53%,Not eligible - Poverty below threshold
33202,Summit Valley,4394,Summit Valley School,PK-8,8,Middle,65,54,83.08%,Challenging School
27320,Sumner,3349,Bonney Lake Elementary,K-5,5,Elementary,536,182,33.96%,Not eligible - Poverty below threshold
27320,Sumner,4585,Bonney Lake High School,9-12,12,High,"1,427",391,27.40%,Not eligible - Poverty below threshold
27320,Sumner,4435,Crestwood Elementary,PK-5,5,Elementary,461,139,30.15%,Not eligible - Poverty below threshold
27320,Sumner,4541,Daffodil Valley Elementary,K-5,5,Elementary,531,347,65.35%,Not eligible - Poverty below threshold
27320,Sumner,3399,Eismann Elementary,PK-5,5,Elementary,608,60,9.87%,Not eligible - Poverty below threshold
27320,Sumner,4250,Emerald Hills Elementary,PK-5,5,Elementary,446,124,27.80%,Not eligible - Poverty below threshold
27320,Sumner,4132,Lakeridge Middle School,6-8,8,Middle,598,148,24.75%,Not eligible - Poverty below threshold
27320,Sumner,4402,Liberty Ridge Elementary,PK-5,5,Elementary,446,254,56.95%,Not eligible - Poverty below threshold
27320,Sumner,2875,Maple Lawn Elementary,PK-5,5,Elementary,646,224,34.67%,Not eligible - Poverty below threshold
27320,Sumner,4502,Mountain View Middle School,6-8,8,Middle,641,221,34.48%,Not eligible - Poverty below threshold
27320,Sumner,3247,Sumner High School,9-12,12,High,"1,871",494,26.40%,Not eligible - Poverty below threshold
27320,Sumner,3499,Sumner Middle School,6-8,8,Middle,783,330,42.15%,Not eligible - Poverty below threshold
27320,Sumner,1781,Sumner Special Services,PK-PK,PK,Elementary,35,14,40.00%,Not eligible - Poverty below threshold
27320,Sumner,4166,Victor Falls Elementary,PK-5,5,Elementary,585,146,24.96%,Not eligible - Poverty below threshold
39201,Sunnyside,4000,Chief Kamiakin Elementary School,PK-5,5,Elementary,746,691,92.63%,Challenging School
39201,Sunnyside,3313,Harrison Middle School,6-8,8,Middle,891,714,80.13%,Challenging School
39201,Sunnyside,2469,Outlook Elementary School,PK-5,5,Elementary,604,551,91.23%,Challenging School
39201,Sunnyside,4497,Pioneer Elementary School,PK-5,5,Elementary,744,637,85.62%,Challenging School
39201,Sunnyside,5352,SHS Graduation Alliance,9-12,12,High,5,3,60.00%,Not eligible - Less than 30 students
39201,Sunnyside,5049,Sierra Vista Middle School,6-8,8,Middle,690,598,86.67%,Challenging School
39201,Sunnyside,5137,Sun Valley Elementary,PK-K,K,Elementary,505,450,89.11%,Challenging School
39201,Sunnyside,2959,Sunnyside High School,9-12,12,High,"1,920","1,504",78.33%,Challenging School
39201,Sunnyside,2717,Washington Elementary,PK-5,5,Elementary,731,580,79.34%,Challenging School
18902,Suquamish,5319,Chief Kitsap Academy,6-12,12,High,74,46,62.16%,Challenging School
27010,Tacoma,4575,Angelo Giaudrone Middle School,6-8,8,Middle,657,489,74.43%,Challenging School
27010,Tacoma,2940,Arlington,PK-5,5,Elementary,272,211,77.57%,Challenging School
27010,Tacoma,3054,Baker,6-8,8,Middle,718,551,76.74%,Challenging School
27010,Tacoma,3449,Birney,PK-5,5,Elementary,436,338,77.52%,Challenging School
27010,Tacoma,2094,Blix Elementary,PK-5,5,Elementary,523,419,80.11%,Challenging School
27010,Tacoma,3646,Boze,PK-5,5,Elementary,390,308,78.97%,Challenging School
27010,Tacoma,2872,Browns Point,K-5,5,Elementary,428,81,18.93%,Not eligible - Poverty below threshold
27010,Tacoma,3397,Bryant,PK-8,8,Middle,477,193,40.46%,Not eligible - Poverty below threshold
27010,Tacoma,1585,Comm Based Trans Program,12-12,12,High,61,40,65.57%,Challenging School
27010,Tacoma,4537,Crescent Heights,K-5,5,Elementary,483,166,34.37%,Not eligible - Poverty below threshold
27010,Tacoma,1797,Day Reporting School,9-12,12,High,21,14,66.67%,Not eligible - Less than 30 students
27010,Tacoma,2939,Delong,K-5,5,Elementary,418,274,65.55%,Not eligible - Poverty below threshold
27010,Tacoma,2747,Downing,PK-5,5,Elementary,311,167,53.70%,Not eligible - Poverty below threshold
27010,Tacoma,2871,Edison,PK-5,5,Elementary,467,374,80.09%,Challenging School
27010,Tacoma,2772,Fawcett,PK-5,5,Elementary,446,305,68.39%,Not eligible - Poverty below threshold
27010,Tacoma,2167,Fern Hill,K-5,5,Elementary,312,226,72.44%,Challenging School
27010,Tacoma,5170,First Creek Middle School,6-8,8,Middle,792,681,85.98%,Challenging School
27010,Tacoma,3880,Foss,9-12,12,High,803,534,66.50%,Challenging School
27010,Tacoma,2148,Franklin,PK-5,5,Elementary,314,239,76.11%,Challenging School
27010,Tacoma,5307,Fresh Start,9-12,12,High,380,194,51.05%,Challenging School
27010,Tacoma,2746,Geiger,PK-5,5,Elementary,445,199,44.72%,Not eligible - Poverty below threshold
27010,Tacoma,3053,Grant,PK-5,5,Elementary,382,145,37.96%,Not eligible - Poverty below threshold
27010,Tacoma,2377,Gray,6-8,8,Middle,553,439,79.39%,Challenging School
27010,Tacoma,5066,Helen B. Stafford Elementary,PK-5,5,Elementary,513,389,75.83%,Challenging School
27010,Tacoma,5458,Industrial Design Engineering and Art,9-9,9,Middle,123,48,39.02%,Not eligible - Poverty below threshold
27010,Tacoma,2338,Jason Lee,6-8,8,Middle,536,343,63.99%,Challenging School
27010,Tacoma,2103,Jefferson,PK-5,5,Elementary,280,160,57.14%,Not eligible - Poverty below threshold
27010,Tacoma,2036,Larchmont,PK-5,5,Elementary,372,290,77.96%,Challenging School
27010,Tacoma,2215,Lincoln,9-12,12,High,"1,508","1,156",76.66%,Challenging School
27010,Tacoma,2771,Lister,PK-5,5,Elementary,486,431,88.68%,Challenging School
27010,Tacoma,2805,Lowell,K-5,5,Elementary,442,80,18.10%,Not eligible - Poverty below threshold
